Time (h),Cum. Gas Inj (SCC),Cum. Gas Prod. (SCC),Cum Oil Prod. (SCC),Pressure (atm)
28.83,27626.81,21674.34,8.52,255.08
28.84,27635.02,21674.33,8.55,255.08
28.85,27639.45,21696.15,8.55,255.1
28.86,27658.7,21698.26,8.53,255.08
28.87,27660.3,21703.35,8.55,255.11
28.88,27674.48,21700.8,8.55,255.08
28.89,27672.94,21714.69,8.58,255.12
28.9,27687.13,21719.78,8.58,255.1
28.91,27702.91,21728.15,8.54,255.1
28.92,27720.24,21738.91,8.54,255.06
28.93,27718.7,21744.14,8.6,255.1
28.94,27726.59,21747.26,8.6,255.1
28.95,27737.63,21759.85,8.55,255.08
28.96,27753.42,21773.88,8.55,255.08
28.97,27761.31,21781.67,8.55,255.08
28.98,27759.78,21782.39,8.58,255.12
28.99,27770.82,21790.31,8.58,255.11
29,27778.71,21792.28,8.57,255.11
29.01,27778.8,21809.3,8.55,255.18
29.02,27799.25,21811.7,8.55,255.12
29.03,27804.01,21811.55,8.55,255.14
29.04,27815.04,21833.22,8.58,255.12
29.05,27826.08,21830.82,8.58,255.11
29.06,27835.59,21841.15,8.58,255.14
29.07,27840.35,21849.21,8.61,255.15
29.08,27848.24,21851.9,8.61,255.15
29.09,27859.27,21859.98,8.6,255.14
29.1,27873.44,21870.74,8.6,255.11
29.11,27873.55,21878.81,8.62,255.18
29.12,27881.45,21889.57,8.62,255.18
29.13,27886.21,21894.95,8.6,255.19
29.14,27900.37,21903.32,8.6,255.16
29.15,27908.27,21908.7,8.62,255.16
29.16,27927.19,21916.92,8.58,255.15
29.17,27928.82,21924.7,8.58,255.18
29.18,27939.85,21924.7,8.6,255.16
29.19,27941.48,21935.31,8.6,255.19
29.2,27949.38,21943.96,8.63,255.19
29.21,27974.57,21959.67,8.63,255.15
29.22,27969.94,21959.82,8.55,255.21
29.23,27974.71,21971.17,8.55,255.22
29.24,27991.99,21983.74,8.59,255.18
29.25,27993.63,21983.74,8.59,255.21
29.26,28012.55,21997.19,8.64,255.19
29.27,28020.45,22008.1,8.62,255.19
29.28,28025.22,22008.68,8.62,255.21
29.29,28033.11,22019.3,8.62,255.21
29.3,28044.14,22014.79,8.62,255.19
29.31,28057.12,22029.77,8.63,255.21
29.32,28061.57,22040.68,8.63,255.22
29.33,28079.16,22046.06,8.62,255.18
29.34,28090.18,22059.37,8.62,255.16
29.35,28088.7,22059.8,8.63,255.21
29.36,28110.75,22075.22,8.62,255.18
29.37,28124.89,22086.42,8.62,255.15
29.38,28129.35,22088.67,8.62,255.16
29.39,28140.68,22086.71,8.64,255.15
29.4,28151.7,22102.41,8.64,255.14
29.41,28155,22111.21,8.64,255.19
29.42,28172.26,22126.34,8.67,255.15
29.43,28173.91,22129.9,8.67,255.18
29.44,28191.17,22126.63,8.67,255.14
29.45,28195.95,22140.52,8.67,255.15
29.46,28208.62,22156.23,8.65,255.16
29.47,28219.63,22156.81,8.65,255.15
29.48,28227.53,22161.75,8.63,255.15
29.49,28235.42,22172.52,8.63,255.15
29.5,28237.08,22181.6,8.66,255.18
29.51,28259.11,22188.81,8.62,255.15
29.52,28273.24,22199.71,8.62,255.12
29.53,28278.02,22202.26,8.61,255.14
29.54,28285.91,22204.81,8.61,255.14
29.55,28287.57,22212.87,8.68,255.16
29.56,28309.6,22226.76,8.67,255.14
29.57,28317.49,22229.01,8.67,255.14
29.58,28325.39,22242.03,8.67,255.14
29.59,28327.05,22250.54,8.66,255.16
29.6,28331.83,22242.76,8.66,255.18
29.61,28356.97,22261.16,8.66,255.14
29.62,28349.29,22274.61,8.68,255.21
29.63,28366.84,22277.44,8.68,255.16
29.64,28368.2,22275.33,8.67,255.19
29.65,28382.63,22290.61,8.67,255.16
29.66,28401.54,22302.09,8.7,255.15
29.67,28406.01,22309.58,8.7,255.16
29.68,28411.1,22313.15,8.66,255.18
29.69,28415.57,22323.33,8.66,255.19
29.7,28426.9,22329.15,8.66,255.18
29.71,28439.58,22333.65,8.69,255.19
29.72,28441.25,22345,8.69,255.22
29.73,28452.26,22358.89,8.67,255.21
29.74,28466.06,22356.34,8.67,255.18
29.75,28468.05,22364.12,8.66,255.21
29.76,28483.85,22382.67,8.66,255.21
29.77,28491.74,22379.68,8.71,255.21
